원본	매칭용처리후	법정동코드
충청남도 공주시 유구읍 구계리	충청남도 공주시 유구읍 구계리	4415025030
충청남도 공주시 유구읍 노동리	충청남도 공주시 유구읍 노동리	4415025022
충청남도 공주시 유구읍 녹천리	충청남도 공주시 유구읍 녹천리	4415025025
충청남도 공주시 유구읍 덕곡리	충청남도 공주시 유구읍 덕곡리	4415025034
충청남도 공주시 유구읍 동해리	충청남도 공주시 유구읍 동해리	4415025037
충청남도 공주시 유구읍 만천리	충청남도 공주시 유구읍 만천리	4415025038
충청남도 공주시 유구읍 명곡리	충청남도 공주시 유구읍 명곡리	4415025029
충청남도 공주시 유구읍 문금리	충청남도 공주시 유구읍 문금리	4415025035
충청남도 공주시 유구읍 백교리	충청남도 공주시 유구읍 백교리	4415025021
충청남도 공주시 유구읍 석남리	충청남도 공주시 유구읍 석남리	4415025023
충청남도 공주시 유구읍 세동리	충청남도 공주시 유구읍 세동리	4415025032
충청남도 공주시 유구읍 신달리	충청남도 공주시 유구읍 신달리	4415025027
충청남도 공주시 유구읍 신영리	충청남도 공주시 유구읍 신영리	4415025026
충청남도 공주시 유구읍 연종리	충청남도 공주시 유구읍 연종리	4415025031
충청남도 공주시 유구읍 유구리	충청남도 공주시 유구읍 유구리	4415025024
충청남도 공주시 유구읍 입석리	충청남도 공주시 유구읍 입석리	4415025028
충청남도 공주시 유구읍 추계리	충청남도 공주시 유구읍 추계리	4415025033
충청남도 공주시 유구읍 탑곡리	충청남도 공주시 유구읍 탑곡리	4415025036
충청남도 공주시 의당면 가산리	충청남도 공주시 의당면 가산리	4415036033
충청남도 공주시 의당면 덕학리	충청남도 공주시 의당면 덕학리	4415036036
충청남도 공주시 의당면 도신리	충청남도 공주시 의당면 도신리	4415036035
충청남도 공주시 의당면 두만리	충청남도 공주시 의당면 두만리	4415036022
충청남도 공주시 의당면 수촌리	충청남도 공주시 의당면 수촌리	4415036024
충청남도 공주시 의당면 오인리	충청남도 공주시 의당면 오인리	4415036023
충청남도 공주시 의당면 요룡리	충청남도 공주시 의당면 요룡리	4415036037
충청남도 공주시 의당면 월곡리	충청남도 공주시 의당면 월곡리	4415036021
충청남도 공주시 의당면 유계리	충청남도 공주시 의당면 유계리	4415036027
충청남도 공주시 의당면 율정리	충청남도 공주시 의당면 율정리	4415036025
충청남도 공주시 의당면 중흥리	충청남도 공주시 의당면 중흥리	4415036034
충청남도 공주시 의당면 청룡리	충청남도 공주시 의당면 청룡리	4415036026
충청남도 공주시 이인면 구암리	충청남도 공주시 이인면 구암리	4415031030
충청남도 공주시 이인면 달산리	충청남도 공주시 이인면 달산리	4415031031
충청남도 공주시 이인면 만수리	충청남도 공주시 이인면 만수리	4415031022
충청남도 공주시 이인면 목동리	충청남도 공주시 이인면 목동리	4415031026
충청남도 공주시 이인면 반송리	충청남도 공주시 이인면 반송리	4415031034
충청남도 공주시 이인면 발양리	충청남도 공주시 이인면 발양리	4415031027
충청남도 공주시 이인면 복룡리	충청남도 공주시 이인면 복룡리	4415031033
충청남도 공주시 이인면 산의리	충청남도 공주시 이인면 산의리	4415031032
충청남도 공주시 이인면 신영리	충청남도 공주시 이인면 신영리	4415031037
충청남도 공주시 이인면 신흥리	충청남도 공주시 이인면 신흥리	4415031024
충청남도 공주시 이인면 오룡리	충청남도 공주시 이인면 오룡리	4415031023
충청남도 공주시 이인면 용성리	충청남도 공주시 이인면 용성리	4415031029
충청남도 공주시 이인면 운암리	충청남도 공주시 이인면 운암리	4415031036
충청남도 공주시 이인면 이곡리	충청남도 공주시 이인면 이곡리	4415031035
충청남도 공주시 이인면 이인리	충청남도 공주시 이인면 이인리	4415031021
충청남도 공주시 이인면 주봉리	충청남도 공주시 이인면 주봉리	4415031025
충청남도 공주시 이인면 초봉리	충청남도 공주시 이인면 초봉리	4415031028
충청남도 공주시 정안면 고성리	충청남도 공주시 정안면 고성리	4415037029
충청남도 공주시 정안면 광정리	충청남도 공주시 정안면 광정리	4415037021
충청남도 공주시 정안면 내문리	충청남도 공주시 정안면 내문리	4415037041
충청남도 공주시 정안면 내촌리	충청남도 공주시 정안면 내촌리	4415037034
충청남도 공주시 정안면 대산리	충청남도 공주시 정안면 대산리	4415037038
충청남도 공주시 정안면 문천리	충청남도 공주시 정안면 문천리	4415037040
충청남도 공주시 정안면 보물리	충청남도 공주시 정안면 보물리	4415037032
충청남도 공주시 정안면 북계리	충청남도 공주시 정안면 북계리	4415037025
충청남도 공주시 정안면 사현리	충청남도 공주시 정안면 사현리	4415037035
충청남도 공주시 정안면 산성리	충청남도 공주시 정안면 산성리	4415037042
충청남도 공주시 정안면 상룡리	충청남도 공주시 정안면 상룡리	4415037022
충청남도 공주시 정안면 석송리	충청남도 공주시 정안면 석송리	4415037026
충청남도 공주시 정안면 쌍달리	충청남도 공주시 정안면 쌍달리	4415037028
충청남도 공주시 정안면 어물리	충청남도 공주시 정안면 어물리	4415037033
충청남도 공주시 정안면 운궁리	충청남도 공주시 정안면 운궁리	4415037030
충청남도 공주시 정안면 월산리	충청남도 공주시 정안면 월산리	4415037039
충청남도 공주시 정안면 인풍리	충청남도 공주시 정안면 인풍리	4415037036
충청남도 공주시 정안면 장원리	충청남도 공주시 정안면 장원리	4415037031
충청남도 공주시 정안면 전평리	충청남도 공주시 정안면 전평리	4415037027
충청남도 공주시 정안면 태성리	충청남도 공주시 정안면 태성리	4415037037
충청남도 공주시 정안면 평정리	충청남도 공주시 정안면 평정리	4415037024
충청남도 공주시 정안면 화봉리	충청남도 공주시 정안면 화봉리	4415037023
충청남도 공주시 주미동	충청남도 공주시 주미동	4415011200
