원본	매칭용처리후	법정동코드
경상남도 창원마산합포구 진전면 곡안리	경상남도 창원시 마산합포구 진전면 곡안리	4812534025
경상남도 창원마산합포구 진전면 근곡리	경상남도 창원시 마산합포구 진전면 근곡리	4812534022
경상남도 창원마산합포구 진전면 금암리	경상남도 창원시 마산합포구 진전면 금암리	4812534035
경상남도 창원마산합포구 진전면 동산리	경상남도 창원시 마산합포구 진전면 동산리	4812534026
경상남도 창원마산합포구 진전면 봉곡리	경상남도 창원시 마산합포구 진전면 봉곡리	4812534024
경상남도 창원마산합포구 진전면 봉암리	경상남도 창원시 마산합포구 진전면 봉암리	4812534028
경상남도 창원마산합포구 진전면 시락리	경상남도 창원시 마산합포구 진전면 시락리	4812534033
경상남도 창원마산합포구 진전면 양촌리	경상남도 창원시 마산합포구 진전면 양촌리	4812534027
경상남도 창원마산합포구 진전면 여양리	경상남도 창원시 마산합포구 진전면 여양리	4812534037
경상남도 창원마산합포구 진전면 오서리	경상남도 창원시 마산합포구 진전면 오서리	4812534030
경상남도 창원마산합포구 진전면 율티리	경상남도 창원시 마산합포구 진전면 율티리	4812534021
경상남도 창원마산합포구 진전면 이명리	경상남도 창원시 마산합포구 진전면 이명리	4812534031
경상남도 창원마산합포구 진전면 일암리	경상남도 창원시 마산합포구 진전면 일암리	4812534029
경상남도 창원마산합포구 진전면 임곡리	경상남도 창원시 마산합포구 진전면 임곡리	4812534023
경상남도 창원마산합포구 진전면 창포리	경상남도 창원시 마산합포구 진전면 창포리	4812534032
경상남도 창원마산합포구 진전면 평암리	경상남도 창원시 마산합포구 진전면 평암리	4812534034
경상남도 창원마산합포구 창동	경상남도 창원시 마산합포구 창동	4812515000
경상남도 창원마산합포구 창포동1가	경상남도 창원시 마산합포구 창포동1가	4812515100
경상남도 창원마산합포구 창포동2가	경상남도 창원시 마산합포구 창포동2가	4812515200
경상남도 창원마산합포구 창포동3가	경상남도 창원시 마산합포구 창포동3가	4812515300
경상남도 창원마산합포구 청계동	경상남도 창원시 마산합포구 청계동	4812515400
경상남도 창원마산합포구 추산동	경상남도 창원시 마산합포구 추산동	4812515500
경상남도 창원마산합포구 평화동	경상남도 창원시 마산합포구 평화동	4812515600
경상남도 창원마산합포구 해운동	경상남도 창원시 마산합포구 해운동	4812515800
경상남도 창원마산합포구 현동	경상남도 창원시 마산합포구 현동	4812515900
경상남도 창원마산합포구 홍문동	경상남도 창원시 마산합포구 홍문동	4812516000
경상남도 창원마산합포구 화영동	경상남도 창원시 마산합포구 화영동	4812515700
경상남도 창원마산회원구 구암동	경상남도 창원시 마산회원구 구암동	4812710100
경상남도 창원마산회원구 내서읍	경상남도 창원시 마산회원구 내서읍	4812725000
경상남도 창원마산회원구 내서읍 감천리	경상남도 창원시 마산회원구 내서읍 감천리	4812725030
경상남도 창원마산회원구 내서읍 삼계리	경상남도 창원시 마산회원구 내서읍 삼계리	4812725028
경상남도 창원마산회원구 내서읍 상곡리	경상남도 창원시 마산회원구 내서읍 상곡리	4812725026
경상남도 창원마산회원구 내서읍 신감리	경상남도 창원시 마산회원구 내서읍 신감리	4812725029
경상남도 창원마산회원구 내서읍 안성리	경상남도 창원시 마산회원구 내서읍 안성리	4812725021
경상남도 창원마산회원구 내서읍 용담리	경상남도 창원시 마산회원구 내서읍 용담리	4812725024
경상남도 창원마산회원구 내서읍 원계리	경상남도 창원시 마산회원구 내서읍 원계리	4812725027
경상남도 창원마산회원구 내서읍 중리	경상남도 창원시 마산회원구 내서읍 중리	4812725025
경상남도 창원마산회원구 내서읍 평성리	경상남도 창원시 마산회원구 내서읍 평성리	4812725022
경상남도 창원마산회원구 내서읍 호계리	경상남도 창원시 마산회원구 내서읍 호계리	4812725023
경상남도 창원마산회원구 두척동	경상남도 창원시 마산회원구 두척동	4812710200
경상남도 창원마산회원구 봉암동	경상남도 창원시 마산회원구 봉암동	4812710300
경상남도 창원마산회원구 석전동	경상남도 창원시 마산회원구 석전동	4812710400
경상남도 창원마산회원구 양덕동	경상남도 창원시 마산회원구 양덕동	4812710500
경상남도 창원마산회원구 합성동	경상남도 창원시 마산회원구 합성동	4812710600
경상남도 창원마산회원구 회성동	경상남도 창원시 마산회원구 회성동	4812710700
경상남도 창원마산회원구 회원동	경상남도 창원시 마산회원구 회원동	4812710800
경상남도 창원성산구 가음동	경상남도 창원시 성산구 가음동	4812313100
경상남도 창원성산구 가음정동	경상남도 창원시 성산구 가음정동	4812310300
경상남도 창원성산구 귀곡동	경상남도 창원시 성산구 귀곡동	4812312100
경상남도 창원성산구 귀산동	경상남도 창원시 성산구 귀산동	4812312000
경상남도 창원성산구 귀현동	경상남도 창원시 성산구 귀현동	4812312200
경상남도 창원성산구 남산동	경상남도 창원시 성산구 남산동	4812310600
경상남도 창원성산구 남양동	경상남도 창원시 성산구 남양동	4812313300
경상남도 창원성산구 남지동	경상남도 창원시 성산구 남지동	4812311200
경상남도 창원성산구 내동	경상남도 창원시 성산구 내동	4812311100
경상남도 창원성산구 대방동	경상남도 창원시 성산구 대방동	4812310500
경상남도 창원성산구 반림동	경상남도 창원시 성산구 반림동	4812312600
경상남도 창원성산구 반송동	경상남도 창원시 성산구 반송동	4812311900
경상남도 창원성산구 반지동	경상남도 창원시 성산구 반지동	4812312400
경상남도 창원성산구 불모산동	경상남도 창원시 성산구 불모산동	4812310900
경상남도 창원성산구 사파동	경상남도 창원시 성산구 사파동	4812313000
경상남도 창원성산구 사파정동	경상남도 창원시 성산구 사파정동	4812310200
경상남도 창원성산구 삼정자동	경상남도 창원시 성산구 삼정자동	4812310700
경상남도 창원성산구 상남동	경상남도 창원시 성산구 상남동	4812312700
경상남도 창원성산구 상복동	경상남도 창원시 성산구 상복동	4812311300
경상남도 창원성산구 성산동	경상남도 창원시 성산구 성산동	4812313200
경상남도 창원성산구 성주동	경상남도 창원시 성산구 성주동	4812312800
경상남도 창원성산구 신촌동	경상남도 창원시 성산구 신촌동	4812312300
경상남도 창원성산구 안민동	경상남도 창원시 성산구 안민동	4812311000
경상남도 창원성산구 양곡동	경상남도 창원시 성산구 양곡동	4812311800
경상남도 창원성산구 완암동	경상남도 창원시 성산구 완암동	4812311400
경상남도 창원성산구 외동	경상남도 창원시 성산구 외동	4812310400
경상남도 창원성산구 웅남동	경상남도 창원시 성산구 웅남동	4812312900
경상남도 창원성산구 월림동	경상남도 창원시 성산구 월림동	4812311600
경상남도 창원성산구 적현동	경상남도 창원시 성산구 적현동	4812311700
경상남도 창원성산구 중앙동	경상남도 창원시 성산구 중앙동	4812312500
경상남도 창원성산구 창곡동	경상남도 창원시 성산구 창곡동	4812311500
경상남도 창원성산구 천선동	경상남도 창원시 성산구 천선동	4812310800
경상남도 창원성산구 토월동	경상남도 창원시 성산구 토월동	4812310100
경상남도 창원의창구 내리동	경상남도 창원시 의창구 내리동	4812112200
경상남도 창원의창구 대산면 가술리	경상남도 창원시 의창구 대산면 가술리	4812132024
경상남도 창원의창구 대산면 갈전리	경상남도 창원시 의창구 대산면 갈전리	4812132021
경상남도 창원의창구 대산면 대방리	경상남도 창원시 의창구 대산면 대방리	4812132029
경상남도 창원의창구 대산면 모산리	경상남도 창원시 의창구 대산면 모산리	4812132023
경상남도 창원의창구 대산면 북부리	경상남도 창원시 의창구 대산면 북부리	4812132027
경상남도 창원의창구 대산면 우암리	경상남도 창원시 의창구 대산면 우암리	4812132026
경상남도 창원의창구 대산면 유등리	경상남도 창원시 의창구 대산면 유등리	4812132028
경상남도 창원의창구 대산면 일동리	경상남도 창원시 의창구 대산면 일동리	4812132022
경상남도 창원의창구 대산면 제동리	경상남도 창원시 의창구 대산면 제동리	4812132025
경상남도 창원의창구 대원동	경상남도 창원시 의창구 대원동	4812112300
경상남도 창원의창구 덕정동	경상남도 창원시 의창구 덕정동	4812111200
경상남도 창원의창구 도계동	경상남도 창원시 의창구 도계동	4812110500
경상남도 창원의창구 동읍 금산리	경상남도 창원시 의창구 동읍 금산리	4812125038
경상남도 창원의창구 동읍 남산리	경상남도 창원시 의창구 동읍 남산리	4812125023
경상남도 창원의창구 동읍 노연리	경상남도 창원시 의창구 동읍 노연리	4812125042
경상남도 창원의창구 동읍 다호리	경상남도 창원시 의창구 동읍 다호리	4812125034
경상남도 창원의창구 동읍 단계리	경상남도 창원시 의창구 동읍 단계리	4812125029
경상남도 창원의창구 동읍 덕산리	경상남도 창원시 의창구 동읍 덕산리	4812125025
경상남도 창원의창구 동읍 덕천리	경상남도 창원시 의창구 동읍 덕천리	4812125024
경상남도 창원의창구 동읍 무성리	경상남도 창원시 의창구 동읍 무성리	4812125030
경상남도 창원의창구 동읍 무점리	경상남도 창원시 의창구 동읍 무점리	4812125031
경상남도 창원의창구 동읍 본포리	경상남도 창원시 의창구 동읍 본포리	4812125041
경상남도 창원의창구 동읍 봉강리	경상남도 창원시 의창구 동읍 봉강리	4812125040
경상남도 창원의창구 동읍 봉곡리	경상남도 창원시 의창구 동읍 봉곡리	4812125039
경상남도 창원의창구 동읍 봉산리	경상남도 창원시 의창구 동읍 봉산리	4812125026
경상남도 창원의창구 동읍 산남리	경상남도 창원시 의창구 동읍 산남리	4812125043
경상남도 창원의창구 동읍 석산리	경상남도 창원시 의창구 동읍 석산리	4812125037
경상남도 창원의창구 동읍 송정리	경상남도 창원시 의창구 동읍 송정리	4812125027
경상남도 창원의창구 동읍 신방리	경상남도 창원시 의창구 동읍 신방리	4812125033
경상남도 창원의창구 동읍 용강리	경상남도 창원시 의창구 동읍 용강리	4812125021
경상남도 창원의창구 동읍 용잠리	경상남도 창원시 의창구 동읍 용잠리	4812125032
경상남도 창원의창구 동읍 용전리	경상남도 창원시 의창구 동읍 용전리	4812125022
경상남도 창원의창구 동읍 용정리	경상남도 창원시 의창구 동읍 용정리	4812125028
경상남도 창원의창구 동읍 월잠리	경상남도 창원시 의창구 동읍 월잠리	4812125035
경상남도 창원의창구 동읍 죽동리	경상남도 창원시 의창구 동읍 죽동리	4812125044
경상남도 창원의창구 동읍 화양리	경상남도 창원시 의창구 동읍 화양리	4812125036
경상남도 창원의창구 동정동	경상남도 창원시 의창구 동정동	4812110600
경상남도 창원의창구 두대동	경상남도 창원시 의창구 두대동	4812111100
경상남도 창원의창구 명곡동	경상남도 창원시 의창구 명곡동	4812111800
경상남도 창원의창구 명서동	경상남도 창원시 의창구 명서동	4812112400
경상남도 창원의창구 반계동	경상남도 창원시 의창구 반계동	4812111900
경상남도 창원의창구 봉곡동	경상남도 창원시 의창구 봉곡동	4812112700
경상남도 창원의창구 봉림동	경상남도 창원시 의창구 봉림동	4812111600
경상남도 창원의창구 북동	경상남도 창원시 의창구 북동	4812110100
경상남도 창원의창구 북면 감계리	경상남도 창원시 의창구 북면 감계리	4812131028
경상남도 창원의창구 북면 고암리	경상남도 창원시 의창구 북면 고암리	4812131022
경상남도 창원의창구 북면 내곡리	경상남도 창원시 의창구 북면 내곡리	4812131032
경상남도 창원의창구 북면 대산리	경상남도 창원시 의창구 북면 대산리	4812131023
경상남도 창원의창구 북면 동전리	경상남도 창원시 의창구 북면 동전리	4812131029
경상남도 창원의창구 북면 마산리	경상남도 창원시 의창구 북면 마산리	4812131037
경상남도 창원의창구 북면 무곡리	경상남도 창원시 의창구 북면 무곡리	4812131031
경상남도 창원의창구 북면 무동리	경상남도 창원시 의창구 북면 무동리	4812131030
경상남도 창원의창구 북면 상천리	경상남도 창원시 의창구 북면 상천리	4812131033
경상남도 창원의창구 북면 신촌리	경상남도 창원시 의창구 북면 신촌리	4812131036
경상남도 창원의창구 북면 외감리	경상남도 창원시 의창구 북면 외감리	4812131027
경상남도 창원의창구 북면 외산리	경상남도 창원시 의창구 북면 외산리	4812131035
경상남도 창원의창구 북면 월계리	경상남도 창원시 의창구 북면 월계리	4812131038
경상남도 창원의창구 북면 월백리	경상남도 창원시 의창구 북면 월백리	4812131025
경상남도 창원의창구 북면 월촌리	경상남도 창원시 의창구 북면 월촌리	4812131024
경상남도 창원의창구 북면 지개리	경상남도 창원시 의창구 북면 지개리	4812131021
경상남도 창원의창구 북면 하천리	경상남도 창원시 의창구 북면 하천리	4812131034
경상남도 창원의창구 북면 화천리	경상남도 창원시 의창구 북면 화천리	4812131026
경상남도 창원의창구 사림동	경상남도 창원시 의창구 사림동	4812112500
경상남도 창원의창구 사화동	경상남도 창원시 의창구 사화동	4812112000
경상남도 창원의창구 삼동동	경상남도 창원시 의창구 삼동동	4812111000
경상남도 창원의창구 서곡동	경상남도 창원시 의창구 서곡동	4812111400
경상남도 창원의창구 서상동	경상남도 창원시 의창구 서상동	4812110300
경상남도 창원의창구 소계동	경상남도 창원시 의창구 소계동	4812110700
경상남도 창원의창구 소답동	경상남도 창원시 의창구 소답동	4812110400
경상남도 창원의창구 신월동	경상남도 창원시 의창구 신월동	4812112600
경상남도 창원의창구 용동	경상남도 창원시 의창구 용동	4812110800
경상남도 창원의창구 용호동	경상남도 창원시 의창구 용호동	4812112800
경상남도 창원의창구 중동	경상남도 창원시 의창구 중동	4812110200
경상남도 창원의창구 지귀동	경상남도 창원시 의창구 지귀동	4812111300
경상남도 창원의창구 차용동	경상남도 창원시 의창구 차용동	4812112100
경상남도 창원의창구 퇴촌동	경상남도 창원시 의창구 퇴촌동	4812111700
경상남도 창원의창구 팔용동	경상남도 창원시 의창구 팔용동	4812112900
경상남도 창원진해구 가주동	경상남도 창원시 진해구 가주동	4812916500
경상남도 창원진해구 경화동	경상남도 창원시 진해구 경화동	4812913900
경상남도 창원진해구 광화동	경상남도 창원시 진해구 광화동	4812912400
경상남도 창원진해구 근화동	경상남도 창원시 진해구 근화동	4812912900
경상남도 창원진해구 남문동	경상남도 창원시 진해구 남문동	4812915000
경상남도 창원진해구 남양동	경상남도 창원시 진해구 남양동	4812915700
경상남도 창원진해구 대영동	경상남도 창원시 진해구 대영동	4812911200
경상남도 창원진해구 대장동	경상남도 창원시 진해구 대장동	4812916000
경상남도 창원진해구 대죽동	경상남도 창원시 진해구 대죽동	4812911700
경상남도 창원진해구 대천동	경상남도 창원시 진해구 대천동	4812912300
경상남도 창원진해구 대흥동	경상남도 창원시 진해구 대흥동	4812913300
경상남도 창원진해구 덕산동	경상남도 창원시 진해구 덕산동	4812914300
경상남도 창원진해구 도천동	경상남도 창원시 진해구 도천동	4812910200
경상남도 창원진해구 동상동	경상남도 창원시 진해구 동상동	4812910100
경상남도 창원진해구 두동	경상남도 창원시 진해구 두동	4812916100
경상남도 창원진해구 마천동	경상남도 창원시 진해구 마천동	4812915800
경상남도 창원진해구 명동	경상남도 창원시 진해구 명동	4812915400
경상남도 창원진해구 무송동	경상남도 창원시 진해구 무송동	4812910900
경상남도 창원진해구 부흥동	경상남도 창원시 진해구 부흥동	4812912700
경상남도 창원진해구 북부동	경상남도 창원시 진해구 북부동	4812914700
경상남도 창원진해구 서중동	경상남도 창원시 진해구 서중동	4812914900
경상남도 창원진해구 석동	경상남도 창원시 진해구 석동	4812914000
경상남도 창원진해구 성내동	경상남도 창원시 진해구 성내동	4812914800
경상남도 창원진해구 소사동	경상남도 창원시 진해구 소사동	4812915900
경상남도 창원진해구 속천동	경상남도 창원시 진해구 속천동	4812911600
경상남도 창원진해구 송학동	경상남도 창원시 진해구 송학동	4812913200
경상남도 창원진해구 수도동	경상남도 창원시 진해구 수도동	4812915200
경상남도 창원진해구 수송동	경상남도 창원시 진해구 수송동	4812911900
경상남도 창원진해구 숭인동	경상남도 창원시 진해구 숭인동	4812911100
경상남도 창원진해구 안곡동	경상남도 창원시 진해구 안곡동	4812911800
경상남도 창원진해구 안골동	경상남도 창원시 진해구 안골동	4812916300
경상남도 창원진해구 여좌동	경상남도 창원시 진해구 여좌동	4812913700
경상남도 창원진해구 연도동	경상남도 창원시 진해구 연도동	4812915300
경상남도 창원진해구 용원동	경상남도 창원시 진해구 용원동	4812916400
경상남도 창원진해구 원포동	경상남도 창원시 진해구 원포동	4812915600
경상남도 창원진해구 이동	경상남도 창원시 진해구 이동	4812914100
경상남도 창원진해구 익선동	경상남도 창원시 진해구 익선동	4812912100
경상남도 창원진해구 인사동	경상남도 창원시 진해구 인사동	4812913600
경상남도 창원진해구 인의동	경상남도 창원시 진해구 인의동	4812911000
경상남도 창원진해구 자은동	경상남도 창원시 진해구 자은동	4812914200
경상남도 창원진해구 장천동	경상남도 창원시 진해구 장천동	4812914500
경상남도 창원진해구 제덕동	경상남도 창원시 진해구 제덕동	4812915100
경상남도 창원진해구 제황산동	경상남도 창원시 진해구 제황산동	4812911500
경상남도 창원진해구 죽곡동	경상남도 창원시 진해구 죽곡동	4812915500
경상남도 창원진해구 중앙동	경상남도 창원시 진해구 중앙동	4812912600
경상남도 창원진해구 중평동	경상남도 창원시 진해구 중평동	4812912800
경상남도 창원진해구 창선동	경상남도 창원시 진해구 창선동	4812912200
경상남도 창원진해구 청안동	경상남도 창원시 진해구 청안동	4812916200
경상남도 창원진해구 충무동	경상남도 창원시 진해구 충무동	4812913500
경상남도 창원진해구 충의동	경상남도 창원시 진해구 충의동	4812910800
경상남도 창원진해구 태백동	경상남도 창원시 진해구 태백동	4812913800
경상남도 창원진해구 태평동	경상남도 창원시 진해구 태평동	4812910700
경상남도 창원진해구 통신동	경상남도 창원시 진해구 통신동	4812912500
경상남도 창원진해구 평안동	경상남도 창원시 진해구 평안동	4812913400
경상남도 창원진해구 풍호동	경상남도 창원시 진해구 풍호동	4812914400
경상남도 창원진해구 행암동	경상남도 창원시 진해구 행암동	4812914600
경상남도 창원진해구 현동	경상남도 창원시 진해구 현동	4812910500
경상남도 창원진해구 화천동	경상남도 창원시 진해구 화천동	4812913100
경상남도 창원진해구 회현동	경상남도 창원시 진해구 회현동	4812912000
경상남도 통영시 광도면 노산리	경상남도 통영시 광도면 노산리	4822034023
경상남도 통영시 광도면 덕포리	경상남도 통영시 광도면 덕포리	4822034021
경상남도 통영시 광도면 안정리	경상남도 통영시 광도면 안정리	4822034027
경상남도 통영시 광도면 용호리	경상남도 통영시 광도면 용호리	4822034025
경상남도 통영시 광도면 우동리	경상남도 통영시 광도면 우동리	4822034022
경상남도 통영시 광도면 죽림리	경상남도 통영시 광도면 죽림리	4822034024
경상남도 통영시 광도면 황리	경상남도 통영시 광도면 황리	4822034026
경상남도 통영시 당동	경상남도 통영시 당동	4822011400
경상남도 통영시 도남동	경상남도 통영시 도남동	4822011700
경상남도 통영시 도산면 관덕리	경상남도 통영시 도산면 관덕리	4822033024
경상남도 통영시 도산면 도선리	경상남도 통영시 도산면 도선리	4822033022
경상남도 통영시 도산면 법송리	경상남도 통영시 도산면 법송리	4822033023
경상남도 통영시 도산면 수월리	경상남도 통영시 도산면 수월리	4822033027
경상남도 통영시 도산면 오륜리	경상남도 통영시 도산면 오륜리	4822033025
경상남도 통영시 도산면 원산리	경상남도 통영시 도산면 원산리	4822033021
경상남도 통영시 도산면 저산리	경상남도 통영시 도산면 저산리	4822033026
경상남도 통영시 도천동	경상남도 통영시 도천동	4822010100
경상남도 통영시 동호동	경상남도 통영시 동호동	4822010800
경상남도 통영시 명정동	경상남도 통영시 명정동	4822010300
경상남도 통영시 무전동	경상남도 통영시 무전동	4822011100
경상남도 통영시 문화동	경상남도 통영시 문화동	4822010600
경상남도 통영시 미수동	경상남도 통영시 미수동	4822011500
경상남도 통영시 봉평동	경상남도 통영시 봉평동	4822011600
경상남도 통영시 북신동	경상남도 통영시 북신동	4822011000
경상남도 통영시 사량면 금평리	경상남도 통영시 사량면 금평리	4822037021
경상남도 통영시 사량면 돈지리	경상남도 통영시 사량면 돈지리	4822037022
경상남도 통영시 사량면 양지리	경상남도 통영시 사량면 양지리	4822037024
경상남도 통영시 사량면 읍덕리	경상남도 통영시 사량면 읍덕리	4822037023
경상남도 통영시 산양읍 곤리리	경상남도 통영시 산양읍 곤리리	4822025028
경상남도 통영시 산양읍 남평리	경상남도 통영시 산양읍 남평리	4822025026
경상남도 통영시 산양읍 미남리	경상남도 통영시 산양읍 미남리	4822025023
경상남도 통영시 산양읍 삼덕리	경상남도 통영시 산양읍 삼덕리	4822025025
경상남도 통영시 산양읍 신전리	경상남도 통영시 산양읍 신전리	4822025022
경상남도 통영시 산양읍 연곡리	경상남도 통영시 산양읍 연곡리	4822025031
경상남도 통영시 산양읍 연화리	경상남도 통영시 산양읍 연화리	4822025024
경상남도 통영시 산양읍 영운리	경상남도 통영시 산양읍 영운리	4822025021
경상남도 통영시 산양읍 저림리	경상남도 통영시 산양읍 저림리	4822025030
경상남도 통영시 산양읍 추도리	경상남도 통영시 산양읍 추도리	4822025029
경상남도 통영시 산양읍 풍화리	경상남도 통영시 산양읍 풍화리	4822025027
경상남도 통영시 서호동	경상남도 통영시 서호동	4822010200
경상남도 통영시 욕지면 노대리	경상남도 통영시 욕지면 노대리	4822035024
경상남도 통영시 욕지면 동항리	경상남도 통영시 욕지면 동항리	4822035021
경상남도 통영시 욕지면 두미리	경상남도 통영시 욕지면 두미리	4822035025
경상남도 통영시 욕지면 서산리	경상남도 통영시 욕지면 서산리	4822035022
경상남도 통영시 욕지면 연화리	경상남도 통영시 욕지면 연화리	4822035023
경상남도 통영시 용남면 동달리	경상남도 통영시 용남면 동달리	4822031022
경상남도 통영시 용남면 삼화리	경상남도 통영시 용남면 삼화리	4822031024
경상남도 통영시 용남면 어의리	경상남도 통영시 용남면 어의리	4822031028
경상남도 통영시 용남면 원평리	경상남도 통영시 용남면 원평리	4822031025
경상남도 통영시 용남면 장문리	경상남도 통영시 용남면 장문리	4822031023
경상남도 통영시 용남면 장평리	경상남도 통영시 용남면 장평리	4822031026
경상남도 통영시 용남면 지도리	경상남도 통영시 용남면 지도리	4822031027
경상남도 통영시 용남면 화삼리	경상남도 통영시 용남면 화삼리	4822031021
경상남도 통영시 인평동	경상남도 통영시 인평동	4822011300
경상남도 통영시 정량동	경상남도 통영시 정량동	4822010900
경상남도 통영시 중앙동	경상남도 통영시 중앙동	4822010500
경상남도 통영시 태평동	경상남도 통영시 태평동	4822010700
경상남도 통영시 평림동	경상남도 통영시 평림동	4822011200
경상남도 통영시 한산면 두억리	경상남도 통영시 한산면 두억리	4822036021
경상남도 통영시 한산면 매죽리	경상남도 통영시 한산면 매죽리	4822036028
경상남도 통영시 한산면 비진리	경상남도 통영시 한산면 비진리	4822036027
경상남도 통영시 한산면 염호리	경상남도 통영시 한산면 염호리	4822036022
경상남도 통영시 한산면 용호리	경상남도 통영시 한산면 용호리	4822036026
경상남도 통영시 한산면 창좌리	경상남도 통영시 한산면 창좌리	4822036023
경상남도 통영시 한산면 추봉리	경상남도 통영시 한산면 추봉리	4822036025
경상남도 통영시 한산면 하소리	경상남도 통영시 한산면 하소리	4822036024
경상남도 통영시 항남동	경상남도 통영시 항남동	4822010400
경상남도 하동군 고전면 고하리	경상남도 하동군 고전면 고하리	4885035026
경상남도 하동군 고전면 대덕리	경상남도 하동군 고전면 대덕리	4885035025
경상남도 하동군 고전면 명교리	경상남도 하동군 고전면 명교리	4885035028
경상남도 하동군 고전면 범아리	경상남도 하동군 고전면 범아리	4885035021
경상남도 하동군 고전면 성천리	경상남도 하동군 고전면 성천리	4885035022
경상남도 하동군 고전면 성평리	경상남도 하동군 고전면 성평리	4885035027
경상남도 하동군 고전면 신월리	경상남도 하동군 고전면 신월리	4885035023
경상남도 하동군 고전면 전도리	경상남도 하동군 고전면 전도리	4885035024
경상남도 하동군 금남면 계천리	경상남도 하동군 금남면 계천리	4885036030
경상남도 하동군 금남면 노량리	경상남도 하동군 금남면 노량리	4885036024
경상남도 하동군 금남면 대도리	경상남도 하동군 금남면 대도리	4885036034
경상남도 하동군 금남면 대송리	경상남도 하동군 금남면 대송리	4885036026
경상남도 하동군 금남면 대치리	경상남도 하동군 금남면 대치리	4885036023
경상남도 하동군 금남면 덕천리	경상남도 하동군 금남면 덕천리	4885036027
경상남도 하동군 금남면 송문리	경상남도 하동군 금남면 송문리	4885036025
경상남도 하동군 금남면 중평리	경상남도 하동군 금남면 중평리	4885036022
경상남도 하동군 금남면 진정리	경상남도 하동군 금남면 진정리	4885036028
경상남도 하동군 금성면 가덕리	경상남도 하동군 금성면 가덕리	4885042021
경상남도 하동군 금성면 갈사리	경상남도 하동군 금성면 갈사리	4885042024
경상남도 하동군 금성면 고포리	경상남도 하동군 금성면 고포리	4885042023
경상남도 하동군 금성면 궁항리	경상남도 하동군 금성면 궁항리	4885042022
경상남도 하동군 북천면 방화리	경상남도 하동군 북천면 방화리	4885039021
경상남도 하동군 북천면 사평리	경상남도 하동군 북천면 사평리	4885039022
경상남도 하동군 북천면 서황리	경상남도 하동군 북천면 서황리	4885039025
경상남도 하동군 북천면 옥정리	경상남도 하동군 북천면 옥정리	4885039024
경상남도 하동군 북천면 직전리	경상남도 하동군 북천면 직전리	4885039023
경상남도 하동군 북천면 화정리	경상남도 하동군 북천면 화정리	4885039026
경상남도 하동군 악양면 동매리	경상남도 하동군 악양면 동매리	4885032027
경상남도 하동군 악양면 등촌리	경상남도 하동군 악양면 등촌리	4885032028
경상남도 하동군 악양면 매계리	경상남도 하동군 악양면 매계리	4885032029
경상남도 하동군 악양면 미점리	경상남도 하동군 악양면 미점리	4885032021
경상남도 하동군 악양면 봉대리	경상남도 하동군 악양면 봉대리	4885032033
경상남도 하동군 악양면 신대리	경상남도 하동군 악양면 신대리	4885032023
경상남도 하동군 악양면 신성리	경상남도 하동군 악양면 신성리	4885032024
경상남도 하동군 악양면 신흥리	경상남도 하동군 악양면 신흥리	4885032025
경상남도 하동군 악양면 입석리	경상남도 하동군 악양면 입석리	4885032032
경상남도 하동군 악양면 정동리	경상남도 하동군 악양면 정동리	4885032030
경상남도 하동군 악양면 정서리	경상남도 하동군 악양면 정서리	4885032031
경상남도 하동군 악양면 중대리	경상남도 하동군 악양면 중대리	4885032026
경상남도 하동군 악양면 축지리	경상남도 하동군 악양면 축지리	4885032022
경상남도 하동군 악양면 평사리	경상남도 하동군 악양면 평사리	4885032034
경상남도 하동군 양보면 감당리	경상남도 하동군 양보면 감당리	4885038023
경상남도 하동군 양보면 박달리	경상남도 하동군 양보면 박달리	4885038026
경상남도 하동군 양보면 우복리	경상남도 하동군 양보면 우복리	4885038024
경상남도 하동군 양보면 운암리	경상남도 하동군 양보면 운암리	4885038021
경상남도 하동군 양보면 장암리	경상남도 하동군 양보면 장암리	4885038022
경상남도 하동군 양보면 지례리	경상남도 하동군 양보면 지례리	4885038027
경상남도 하동군 양보면 통정리	경상남도 하동군 양보면 통정리	4885038025
경상남도 하동군 옥종면 궁항리	경상남도 하동군 옥종면 궁항리	4885041033
경상남도 하동군 옥종면 대곡리	경상남도 하동군 옥종면 대곡리	4885041029
경상남도 하동군 옥종면 두양리	경상남도 하동군 옥종면 두양리	4885041023
경상남도 하동군 옥종면 문암리	경상남도 하동군 옥종면 문암리	4885041025
경상남도 하동군 옥종면 법대리	경상남도 하동군 옥종면 법대리	4885041028
경상남도 하동군 옥종면 병천리	경상남도 하동군 옥종면 병천리	4885041027
경상남도 하동군 옥종면 북방리	경상남도 하동군 옥종면 북방리	4885041030
경상남도 하동군 옥종면 안계리	경상남도 하동군 옥종면 안계리	4885041026
경상남도 하동군 옥종면 양구리	경상남도 하동군 옥종면 양구리	4885041032
경상남도 하동군 옥종면 월횡리	경상남도 하동군 옥종면 월횡리	4885041022
경상남도 하동군 옥종면 위태리	경상남도 하동군 옥종면 위태리	4885041034
경상남도 하동군 옥종면 정수리	경상남도 하동군 옥종면 정수리	4885041031
경상남도 하동군 옥종면 종화리	경상남도 하동군 옥종면 종화리	4885041024
경상남도 하동군 옥종면 청룡리	경상남도 하동군 옥종면 청룡리	4885041021
경상남도 하동군 옥종면 회신리	경상남도 하동군 옥종면 회신리	4885041035
